,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
300,pennsylvania,200,25,54,0.463,17,31,0.548,8,23,0.348,13,21,0.619,5,17,22,9,2,6,6,16,71,26,56,0.464,14,29,0.483,12,27,0.444,10,14,0.714,11,24,35,17,1,1,12,19,74,204201735,1
301,dartmouth,200,26,56,0.464,14,29,0.483,12,27,0.444,10,14,0.714,11,24,35,17,1,1,12,19,74,25,54,0.463,17,31,0.548,8,23,0.348,13,21,0.619,5,17,22,9,2,6,6,16,71,204201735,0
302,duquesne,200,20,55,0.364,14,34,0.412,6,21,0.286,7,8,0.875,6,17,23,6,4,3,15,11,53,37,63,0.587,26,39,0.667,11,24,0.458,5,10,0.5,12,28,40,30,6,7,13,11,90,204201736,1
303,dayton,200,37,63,0.587,26,39,0.667,11,24,0.458,5,10,0.5,12,28,40,30,6,7,13,11,90,20,55,0.364,14,34,0.412,6,21,0.286,7,8,0.875,6,17,23,6,4,3,15,11,53,204201736,0
304,ipfw,225,29,71,0.408,24,45,0.533,5,26,0.192,10,15,0.667,14,27,41,13,8,5,11,16,73,25,60,0.417,15,35,0.429,10,25,0.4,16,22,0.727,6,30,36,15,7,5,11,15,76,204201737,1
305,denver,225,25,60,0.417,15,35,0.429,10,25,0.4,16,22,0.727,6,30,36,15,7,5,11,15,76,29,71,0.408,24,45,0.533,5,26,0.192,10,15,0.667,14,27,41,13,8,5,11,16,73,204201737,0
306,marquette,200,30,52,0.577,16,30,0.533,14,22,0.636,18,21,0.857,6,25,31,22,2,8,11,15,92,29,62,0.468,21,40,0.525,8,22,0.364,13,15,0.867,9,18,27,19,7,3,7,17,79,204201738,0
307,depaul,200,29,62,0.468,21,40,0.525,8,22,0.364,13,15,0.867,9,18,27,19,7,3,7,17,79,30,52,0.577,16,30,0.533,14,22,0.636,18,21,0.857,6,25,31,22,2,8,11,15,92,204201738,1
308,pittsburgh,200,26,51,0.51,24,37,0.649,2,14,0.143,10,16,0.625,9,20,29,9,4,2,10,15,64,25,55,0.455,14,27,0.519,11,28,0.393,11,14,0.786,10,15,25,19,3,6,8,15,72,204201739,1
309,duke,200,25,55,0.455,14,27,0.519,11,28,0.393,11,14,0.786,10,15,25,19,3,6,8,15,72,26,51,0.51,24,37,0.649,2,14,0.143,10,16,0.625,9,20,29,9,4,2,10,15,64,204201739,0
310,tulane,200,27,66,0.409,21,48,0.438,6,18,0.333,5,7,0.714,8,19,27,19,9,2,7,15,65,25,54,0.463,13,33,0.394,12,21,0.571,12,16,0.75,9,27,36,20,4,9,14,11,74,204201740,1
311,east-carolina,200,25,54,0.463,13,33,0.394,12,21,0.571,12,16,0.75,9,27,36,20,4,9,14,11,74,27,66,0.409,21,48,0.438,6,18,0.333,5,7,0.714,8,19,27,19,9,2,7,15,65,204201740,0
312,tennessee-tech,200,33,60,0.55,22,40,0.55,11,20,0.55,10,13,0.769,9,27,36,17,5,1,14,13,87,25,57,0.439,16,33,0.485,9,24,0.375,9,11,0.818,5,21,26,15,5,3,11,11,68,204201741,0
313,eastern-illinois,200,25,57,0.439,16,33,0.485,9,24,0.375,9,11,0.818,5,21,26,15,5,3,11,11,68,33,60,0.55,22,40,0.55,11,20,0.55,10,13,0.769,9,27,36,17,5,1,14,13,87,204201741,1
314,portland-state,275,45,84,0.536,34,58,0.586,11,26,0.423,23,36,0.639,7,23,30,14,9,2,13,31,124,44,78,0.564,36,58,0.621,8,20,0.4,34,43,0.791,12,35,47,21,7,3,20,30,130,204201742,1
315,eastern-washington,275,44,78,0.564,36,58,0.621,8,20,0.4,34,43,0.791,12,35,47,21,7,3,20,30,130,45,84,0.536,34,58,0.586,11,26,0.423,23,36,0.639,7,23,30,14,9,2,13,31,124,204201742,0
316,missouri-state,200,23,52,0.442,14,28,0.5,9,24,0.375,11,15,0.733,3,24,27,11,3,3,11,19,66,29,52,0.558,28,48,0.583,1,4,0.25,15,24,0.625,5,24,29,19,3,0,5,14,74,204201743,1
317,evansville,200,29,52,0.558,28,48,0.583,1,4,0.25,15,24,0.625,5,24,29,19,3,0,5,14,74,23,52,0.442,14,28,0.5,9,24,0.375,11,15,0.733,3,24,27,11,3,3,11,19,66,204201743,0
318,wagner,200,20,48,0.417,16,36,0.444,4,12,0.333,24,33,0.727,8,26,34,11,6,2,10,20,68,19,60,0.317,14,42,0.333,5,18,0.278,16,18,0.889,12,22,34,10,4,0,10,24,59,204201744,0
319,fairleigh-dickinson,200,19,60,0.317,14,42,0.333,5,18,0.278,16,18,0.889,12,22,34,10,4,0,10,24,59,20,48,0.417,16,36,0.444,4,12,0.333,24,33,0.727,8,26,34,11,6,2,10,20,68,204201744,1
320,kentucky,200,23,61,0.377,17,43,0.395,6,18,0.333,14,23,0.609,5,21,26,7,7,3,13,24,66,30,62,0.484,20,36,0.556,10,26,0.385,18,29,0.621,11,34,45,18,5,7,14,23,88,204201745,1
321,florida,200,30,62,0.484,20,36,0.556,10,26,0.385,18,29,0.621,11,34,45,18,5,7,14,23,88,23,61,0.377,17,43,0.395,6,18,0.333,14,23,0.609,5,21,26,7,7,3,13,24,66,204201745,0
322,howard,200,23,53,0.434,17,32,0.531,6,21,0.286,10,19,0.526,7,24,31,8,6,2,14,19,62,24,49,0.49,17,34,0.5,7,15,0.467,16,27,0.593,4,25,29,14,8,2,12,18,71,204201746,1
323,florida-am,200,24,49,0.49,17,34,0.5,7,15,0.467,16,27,0.593,4,25,29,14,8,2,12,18,71,23,53,0.434,17,32,0.531,6,21,0.286,10,19,0.526,7,24,31,8,6,2,14,19,62,204201746,0
324,san-diego-state,200,23,52,0.442,18,34,0.529,5,18,0.278,19,24,0.792,10,20,30,8,6,7,14,16,70,22,54,0.407,15,36,0.417,7,18,0.389,16,21,0.762,11,17,28,11,6,3,12,22,67,204201747,0
325,fresno-state,200,22,54,0.407,15,36,0.417,7,18,0.389,16,21,0.762,11,17,28,11,6,3,12,22,67,23,52,0.442,18,34,0.529,5,18,0.278,19,24,0.792,10,20,30,8,6,7,14,16,70,204201747,1
326,longwood,200,23,62,0.371,19,44,0.432,4,18,0.222,14,21,0.667,11,19,30,10,5,5,15,16,64,34,63,0.54,27,44,0.614,7,19,0.368,15,21,0.714,9,31,40,15,14,5,12,22,90,204201748,1
327,gardner-webb,200,34,63,0.54,27,44,0.614,7,19,0.368,15,21,0.714,9,31,40,15,14,5,12,22,90,23,62,0.371,19,44,0.432,4,18,0.222,14,21,0.667,11,19,30,10,5,5,15,16,64,204201748,0
328,la-salle,200,25,55,0.455,14,30,0.467,11,25,0.44,14,20,0.7,5,12,17,12,7,2,9,20,75,31,49,0.633,21,31,0.677,10,18,0.556,23,27,0.852,6,27,33,15,2,1,14,21,95,204201749,1
329,george-mason,200,31,49,0.633,21,31,0.677,10,18,0.556,23,27,0.852,6,27,33,15,2,1,14,21,95,25,55,0.455,14,30,0.467,11,25,0.44,14,20,0.7,5,12,17,12,7,2,9,20,75,204201749,0
330,seton-hall,225,22,62,0.355,19,51,0.373,3,11,0.273,21,29,0.724,15,27,42,7,6,1,12,26,68,24,63,0.381,23,44,0.523,1,19,0.053,17,25,0.68,13,25,38,12,6,7,11,22,66,204201750,0
331,georgetown,225,24,63,0.381,23,44,0.523,1,19,0.053,17,25,0.68,13,25,38,12,6,7,11,22,66,22,62,0.355,19,51,0.373,3,11,0.273,21,29,0.724,15,27,42,7,6,1,12,26,68,204201750,1
332,louisiana-monroe,200,27,62,0.435,23,45,0.511,4,17,0.235,4,5,0.8,10,23,33,11,1,0,8,15,62,25,53,0.472,12,31,0.387,13,22,0.591,13,20,0.65,7,25,32,10,4,4,7,11,76,204201751,1
333,georgia-southern,200,25,53,0.472,12,31,0.387,13,22,0.591,13,20,0.65,7,25,32,10,4,4,7,11,76,27,62,0.435,23,45,0.511,4,17,0.235,4,5,0.8,10,23,33,11,1,0,8,15,62,204201751,0
334,louisiana-lafayette,200,29,63,0.46,21,36,0.583,8,27,0.296,16,22,0.727,12,16,28,19,8,1,9,15,82,31,59,0.525,22,35,0.629,9,24,0.375,14,18,0.778,10,22,32,15,6,3,18,20,85,204201752,1
335,georgia-state,200,31,59,0.525,22,35,0.629,9,24,0.375,14,18,0.778,10,22,32,15,6,3,18,20,85,29,63,0.46,21,36,0.583,8,27,0.296,16,22,0.727,12,16,28,19,8,1,9,15,82,204201752,0
336,santa-clara,200,19,48,0.396,14,32,0.438,5,16,0.313,12,18,0.667,2,15,17,9,4,2,9,23,55,31,51,0.608,23,35,0.657,8,16,0.5,20,30,0.667,6,30,36,20,6,1,9,16,90,204201753,1
337,gonzaga,200,31,51,0.608,23,35,0.657,8,16,0.5,20,30,0.667,6,30,36,20,6,1,9,16,90,19,48,0.396,14,32,0.438,5,16,0.313,12,18,0.667,2,15,17,9,4,2,9,23,55,204201753,0
338,cal-state-bakersfield,200,24,52,0.462,19,38,0.5,5,14,0.357,12,26,0.462,12,25,37,11,7,3,18,24,65,21,53,0.396,15,31,0.484,6,22,0.273,14,23,0.609,11,24,35,13,7,4,18,25,62,204201754,0
339,grand-canyon,200,21,53,0.396,15,31,0.484,6,22,0.273,14,23,0.609,11,24,35,13,7,4,18,25,62,24,52,0.462,19,38,0.5,5,14,0.357,12,26,0.462,12,25,37,11,7,3,18,24,65,204201754,1
340,valparaiso,200,25,60,0.417,17,33,0.515,8,27,0.296,11,18,0.611,7,22,29,12,5,4,13,24,69,28,68,0.412,22,52,0.423,6,16,0.375,24,35,0.686,18,31,49,14,8,1,8,18,86,204201755,1
341,green-bay,200,28,68,0.412,22,52,0.423,6,16,0.375,24,35,0.686,18,31,49,14,8,1,8,18,86,25,60,0.417,17,33,0.515,8,27,0.296,11,18,0.611,7,22,29,12,5,4,13,24,69,204201755,0
342,vermont,200,29,54,0.537,25,41,0.61,4,13,0.308,17,22,0.773,9,20,29,15,7,8,6,16,79,23,50,0.46,14,28,0.5,9,22,0.409,11,13,0.846,5,19,24,10,5,1,13,19,66,204201756,0
343,hartford,200,23,50,0.46,14,28,0.5,9,22,0.409,11,13,0.846,5,19,24,10,5,1,13,19,66,29,54,0.537,25,41,0.61,4,13,0.308,17,22,0.773,9,20,29,15,7,8,6,16,79,204201756,1
344,princeton,200,21,56,0.375,12,24,0.5,9,32,0.281,6,14,0.429,7,21,28,8,9,7,10,16,57,20,48,0.417,13,27,0.481,7,21,0.333,9,16,0.563,8,30,38,8,3,4,16,15,56,204201757,0
345,harvard,200,20,48,0.417,13,27,0.481,7,21,0.333,9,16,0.563,8,30,38,8,3,4,16,15,56,21,56,0.375,12,24,0.5,9,32,0.281,6,14,0.429,7,21,28,8,9,7,10,16,57,204201757,1
346,north-carolina-asheville,200,27,52,0.519,24,39,0.615,3,13,0.231,17,23,0.739,5,18,23,12,9,2,12,17,74,27,53,0.509,20,35,0.571,7,18,0.389,10,13,0.769,6,23,29,18,3,3,14,21,71,204201758,0
347,high-point,200,27,53,0.509,20,35,0.571,7,18,0.389,10,13,0.769,6,23,29,18,3,3,14,21,71,27,52,0.519,24,39,0.615,3,13,0.231,17,23,0.739,5,18,23,12,9,2,12,17,74,204201758,1
348,drexel,200,29,56,0.518,22,37,0.595,7,19,0.368,12,18,0.667,11,25,36,18,7,1,16,19,77,27,60,0.45,13,23,0.565,14,37,0.378,11,13,0.846,7,18,25,14,4,2,9,13,79,204201759,1
349,hofstra,200,27,60,0.45,13,23,0.565,14,37,0.378,11,13,0.846,7,18,25,14,4,2,9,13,79,29,56,0.518,22,37,0.595,7,19,0.368,12,18,0.667,11,25,36,18,7,1,16,19,77,204201759,0
350,incarnate-word,200,25,61,0.41,16,35,0.457,9,26,0.346,11,12,0.917,9,12,21,11,8,7,13,19,70,28,61,0.459,25,48,0.521,3,13,0.231,25,30,0.833,16,23,39,11,9,4,15,13,84,204201760,1
351,houston-baptist,200,28,61,0.459,25,48,0.521,3,13,0.231,25,30,0.833,16,23,39,11,9,4,15,13,84,25,61,0.41,16,35,0.457,9,26,0.346,11,12,0.917,9,12,21,11,8,7,13,19,70,204201760,0
352,sacramento-state,200,26,57,0.456,21,43,0.488,5,14,0.357,10,16,0.625,7,19,26,10,5,1,11,20,67,29,54,0.537,24,42,0.571,5,12,0.417,18,26,0.692,7,18,25,17,7,4,9,19,81,204201761,1
353,idaho,200,29,54,0.537,24,42,0.571,5,12,0.417,18,26,0.692,7,18,25,17,7,4,9,19,81,26,57,0.456,21,43,0.488,5,14,0.357,10,16,0.625,7,19,26,10,5,1,11,20,67,204201761,0
354,southern-utah,200,17,56,0.304,7,28,0.25,10,28,0.357,24,28,0.857,8,23,31,9,3,3,17,19,68,32,61,0.525,17,34,0.5,15,27,0.556,15,23,0.652,7,21,28,15,14,4,10,23,94,204201762,1
355,idaho-state,200,32,61,0.525,17,34,0.5,15,27,0.556,15,23,0.652,7,21,28,15,14,4,10,23,94,17,56,0.304,7,28,0.25,10,28,0.357,24,28,0.857,8,23,31,9,3,3,17,19,68,204201762,0
356,minnesota,200,24,64,0.375,17,45,0.378,7,19,0.368,13,18,0.722,12,24,36,10,2,4,5,15,68,24,63,0.381,20,41,0.488,4,22,0.182,7,11,0.636,8,28,36,14,2,0,9,21,59,204201763,0
357,illinois,200,24,63,0.381,20,41,0.488,4,22,0.182,7,11,0.636,8,28,36,14,2,0,9,21,59,24,64,0.375,17,45,0.378,7,19,0.368,13,18,0.722,12,24,36,10,2,4,5,15,68,204201763,1
358,florida-gulf-coast,200,22,50,0.44,17,31,0.548,5,19,0.263,18,21,0.857,8,25,33,7,7,3,16,19,67,20,54,0.37,12,30,0.4,8,24,0.333,9,16,0.563,11,16,27,8,6,2,15,18,57,204201764,0
359,jacksonville,200,20,54,0.37,12,30,0.4,8,24,0.333,9,16,0.563,11,16,27,8,6,2,15,18,57,22,50,0.44,17,31,0.548,5,19,0.263,18,21,0.857,8,25,33,7,7,3,16,19,67,204201764,1
360,northeastern,200,27,53,0.509,16,26,0.615,11,27,0.407,4,9,0.444,5,18,23,13,8,1,13,15,69,28,52,0.538,20,34,0.588,8,18,0.444,9,12,0.75,6,20,26,12,9,2,13,16,73,204201765,1
361,james-madison,200,28,52,0.538,20,34,0.588,8,18,0.444,9,12,0.75,6,20,26,12,9,2,13,16,73,27,53,0.509,16,26,0.615,11,27,0.407,4,9,0.444,5,18,23,13,8,1,13,15,69,204201765,0
362,iowa-state,225,32,64,0.5,14,30,0.467,18,34,0.529,10,14,0.714,6,18,24,14,12,3,9,21,92,30,60,0.5,20,38,0.526,10,22,0.455,19,27,0.704,13,29,42,14,6,2,20,16,89,204201766,0
363,kansas,225,30,60,0.5,20,38,0.526,10,22,0.455,19,27,0.704,13,29,42,14,6,2,20,16,89,32,64,0.5,14,30,0.467,18,34,0.529,10,14,0.714,6,18,24,14,12,3,9,21,92,204201766,1
364,south-carolina-upstate,200,28,62,0.452,21,40,0.525,7,22,0.318,16,21,0.762,6,24,30,11,2,3,6,16,79,32,66,0.485,25,42,0.595,7,24,0.292,13,17,0.765,9,26,35,20,3,3,8,18,84,204201767,1
365,kennesaw-state,200,32,66,0.485,25,42,0.595,7,24,0.292,13,17,0.765,9,26,35,20,3,3,8,18,84,28,62,0.452,21,40,0.525,7,22,0.318,16,21,0.762,6,24,30,11,2,3,6,16,79,204201767,0
366,mcneese-state,200,18,53,0.34,14,37,0.378,4,16,0.25,17,23,0.739,5,19,24,7,2,6,7,14,57,27,64,0.422,18,43,0.419,9,21,0.429,14,19,0.737,18,32,50,12,3,3,8,19,77,204201768,1
367,lamar,200,27,64,0.422,18,43,0.419,9,21,0.429,14,19,0.737,18,32,50,12,3,3,8,19,77,18,53,0.34,14,37,0.378,4,16,0.25,17,23,0.739,5,19,24,7,2,6,7,14,57,204201768,0
368,radford,200,21,50,0.42,13,28,0.464,8,22,0.364,4,5,0.8,7,28,35,8,0,0,16,14,54,20,50,0.4,15,26,0.577,5,24,0.208,12,14,0.857,2,19,21,9,9,2,7,12,57,204201769,1
369,liberty,200,20,50,0.4,15,26,0.577,5,24,0.208,12,14,0.857,2,19,21,9,9,2,7,12,57,21,50,0.42,13,28,0.464,8,22,0.364,4,5,0.8,7,28,35,8,0,0,16,14,54,204201769,0
370,njit,200,23,58,0.397,13,38,0.342,10,20,0.5,7,10,0.7,10,18,28,10,4,4,14,15,63,30,61,0.492,15,27,0.556,15,34,0.441,12,14,0.857,12,24,36,23,8,2,12,13,87,204201770,1
371,lipscomb,200,30,61,0.492,15,27,0.556,15,34,0.441,12,14,0.857,12,24,36,23,8,2,12,13,87,23,58,0.397,13,38,0.342,10,20,0.5,7,10,0.7,10,18,28,10,4,4,14,15,63,204201770,0
372,california-irvine,200,23,63,0.365,17,42,0.405,6,21,0.286,11,17,0.647,12,23,35,10,6,4,12,27,63,21,47,0.447,16,36,0.444,5,11,0.455,25,33,0.758,7,23,30,14,4,0,12,17,72,204201771,1
373,long-beach-state,200,21,47,0.447,16,36,0.444,5,11,0.455,25,33,0.758,7,23,30,14,4,0,12,17,72,23,63,0.365,17,42,0.405,6,21,0.286,11,17,0.647,12,23,35,10,6,4,12,27,63,204201771,0
374,saint-francis-pa,200,28,56,0.5,23,40,0.575,5,16,0.313,19,24,0.792,8,18,26,13,8,4,14,22,80,22,51,0.431,12,28,0.429,10,23,0.435,24,31,0.774,8,21,29,12,8,2,14,21,78,204201772,0
375,long-island-university,200,22,51,0.431,12,28,0.429,10,23,0.435,24,31,0.774,8,21,29,12,8,2,14,21,78,28,56,0.5,23,40,0.575,5,16,0.313,19,24,0.792,8,18,26,13,8,4,14,22,80,204201772,1
376,texas-am,200,29,63,0.46,21,42,0.5,8,21,0.381,19,26,0.731,13,21,34,18,9,6,8,13,85,26,57,0.456,18,39,0.462,8,18,0.444,13,13,1,8,26,34,12,2,4,15,21,73,204201773,0
377,louisiana-state,200,26,57,0.456,18,39,0.462,8,18,0.444,13,13,1,8,26,34,12,2,4,15,21,73,29,63,0.46,21,42,0.5,8,21,0.381,19,26,0.731,13,21,34,18,9,6,8,13,85,204201773,1
378,marshall,200,32,71,0.451,19,42,0.452,13,29,0.448,13,17,0.765,9,31,40,23,5,4,13,21,90,32,67,0.478,22,46,0.478,10,21,0.476,20,27,0.741,9,28,37,22,5,8,12,16,94,204201774,1
379,louisiana-tech,200,32,67,0.478,22,46,0.478,10,21,0.476,20,27,0.741,9,28,37,22,5,8,12,16,94,32,71,0.451,19,42,0.452,13,29,0.448,13,17,0.765,9,31,40,23,5,4,13,21,90,204201774,0
380,southern-illinois,200,23,46,0.5,18,34,0.529,5,12,0.417,16,24,0.667,5,25,30,7,7,3,8,16,67,23,55,0.418,18,37,0.486,5,18,0.278,10,14,0.714,10,21,31,10,3,1,10,18,61,204201775,0
381,loyola-il,200,23,55,0.418,18,37,0.486,5,18,0.278,10,14,0.714,10,21,31,10,3,1,10,18,61,23,46,0.5,18,34,0.529,5,12,0.417,16,24,0.667,5,25,30,7,7,3,8,16,67,204201775,1
382,army,200,23,57,0.404,16,37,0.432,7,20,0.35,10,16,0.625,10,23,33,16,9,1,21,23,63,29,55,0.527,23,43,0.535,6,12,0.5,14,24,0.583,9,25,34,11,13,4,17,20,78,204201776,1
383,loyola-md,200,29,55,0.527,23,43,0.535,6,12,0.5,14,24,0.583,9,25,34,11,13,4,17,20,78,23,57,0.404,16,37,0.432,7,20,0.35,10,16,0.625,10,23,33,16,9,1,21,23,63,204201776,0
384,maryland-baltimore-county,200,27,58,0.466,18,37,0.486,9,21,0.429,20,25,0.8,7,23,30,16,7,1,8,18,83,22,55,0.4,17,35,0.486,5,20,0.25,22,27,0.815,10,24,34,9,5,5,14,21,71,204201777,0
385,maine,200,22,55,0.4,17,35,0.486,5,20,0.25,22,27,0.815,10,24,34,9,5,5,14,21,71,27,58,0.466,18,37,0.486,9,21,0.429,20,25,0.8,7,23,30,16,7,1,8,18,83,204201777,1
386,marist,200,18,52,0.346,9,31,0.29,9,21,0.429,22,29,0.759,6,21,27,12,5,2,10,22,67,21,47,0.447,18,34,0.529,3,13,0.231,23,28,0.821,6,32,38,8,7,5,16,25,68,204201778,1
387,manhattan,200,21,47,0.447,18,34,0.529,3,13,0.231,23,28,0.821,6,32,38,8,7,5,16,25,68,18,52,0.346,9,31,0.29,9,21,0.429,22,29,0.759,6,21,27,12,5,2,10,22,67,204201778,0
388,purdue,200,24,63,0.381,15,41,0.366,9,22,0.409,16,19,0.842,8,28,36,10,8,2,10,20,73,23,58,0.397,19,39,0.487,4,19,0.211,22,28,0.786,7,27,34,14,4,10,11,20,72,204201779,0
389,maryland,200,23,58,0.397,19,39,0.487,4,19,0.211,22,28,0.786,7,27,34,14,4,10,11,20,72,24,63,0.381,15,41,0.366,9,22,0.409,16,19,0.842,8,28,36,10,8,2,10,20,73,204201779,1
390,coppin-state,200,17,44,0.386,10,23,0.435,7,21,0.333,16,25,0.64,11,20,31,10,5,1,23,16,57,30,54,0.556,20,30,0.667,10,24,0.417,8,15,0.533,5,16,21,16,10,1,14,18,78,204201780,1
391,maryland-eastern-shore,200,30,54,0.556,20,30,0.667,10,24,0.417,8,15,0.533,5,16,21,16,10,1,14,18,78,17,44,0.386,10,23,0.435,7,21,0.333,16,25,0.64,11,20,31,10,5,1,23,16,57,204201780,0
392,binghamton,200,17,49,0.347,9,28,0.321,8,21,0.381,17,22,0.773,10,25,35,11,5,5,13,14,59,23,66,0.348,15,37,0.405,8,29,0.276,6,8,0.75,13,16,29,14,6,2,9,18,60,204201781,1
393,massachusetts-lowell,200,23,66,0.348,15,37,0.405,8,29,0.276,6,8,0.75,13,16,29,14,6,2,9,18,60,17,49,0.347,9,28,0.321,8,21,0.381,17,22,0.773,10,25,35,11,5,5,13,14,59,204201781,0
394,wofford,200,22,51,0.431,11,29,0.379,11,22,0.5,10,13,0.769,3,17,20,19,8,0,8,17,65,19,53,0.358,14,34,0.412,5,19,0.263,19,22,0.864,13,25,38,8,2,1,14,16,62,204201782,0
395,mercer,200,19,53,0.358,14,34,0.412,5,19,0.263,19,22,0.864,13,25,38,8,2,1,14,16,62,22,51,0.431,11,29,0.379,11,22,0.5,10,13,0.769,3,17,20,19,8,0,8,17,65,204201782,1
396,kent-state,200,23,63,0.365,15,38,0.395,8,25,0.32,12,23,0.522,14,22,36,11,10,7,14,20,66,20,53,0.377,16,39,0.41,4,14,0.286,18,22,0.818,11,27,38,9,5,7,18,19,62,204201783,0
397,miami-oh,200,20,53,0.377,16,39,0.41,4,14,0.286,18,22,0.818,11,27,38,9,5,7,18,19,62,23,63,0.365,15,38,0.395,8,25,0.32,12,23,0.522,14,22,36,11,10,7,14,20,66,204201783,1
398,ohio-state,200,21,52,0.404,17,33,0.515,4,19,0.211,24,28,0.857,16,23,39,8,5,2,15,18,70,19,51,0.373,6,16,0.375,13,35,0.371,15,18,0.833,7,17,24,10,4,2,11,22,66,204201784,0
399,michigan,200,19,51,0.373,6,16,0.375,13,35,0.371,15,18,0.833,7,17,24,10,4,2,11,22,66,21,52,0.404,17,33,0.515,4,19,0.211,24,28,0.857,16,23,39,8,5,2,15,18,70,204201784,1
400,illinois-chicago,225,36,59,0.61,21,31,0.677,15,28,0.536,18,21,0.857,3,24,27,21,3,6,14,19,105,38,71,0.535,27,48,0.563,11,23,0.478,13,16,0.813,10,22,32,12,6,0,11,25,100,204201785,0
401,milwaukee,225,38,71,0.535,27,48,0.563,11,23,0.478,13,16,0.813,10,22,32,12,6,0,11,25,100,36,59,0.61,21,31,0.677,15,28,0.536,18,21,0.857,3,24,27,21,3,6,14,19,105,204201785,1
402,tennessee,200,22,57,0.386,17,39,0.436,5,18,0.278,10,22,0.455,8,35,43,11,1,2,14,24,59,21,68,0.309,14,42,0.333,7,26,0.269,15,31,0.484,18,34,52,9,6,4,9,24,64,204201786,1
403,mississippi-state,200,21,68,0.309,14,42,0.333,7,26,0.269,15,31,0.484,18,34,52,9,6,4,9,24,64,22,57,0.386,17,39,0.436,5,18,0.278,10,22,0.455,8,35,43,11,1,2,14,24,59,204201786,0
404,arkansas,200,26,51,0.51,19,35,0.543,7,16,0.438,19,27,0.704,10,19,29,11,6,1,17,24,78,27,53,0.509,21,32,0.656,6,21,0.286,23,29,0.793,4,19,23,13,8,1,10,23,83,204201787,1
405,missouri,200,27,53,0.509,21,32,0.656,6,21,0.286,23,29,0.793,4,19,23,13,8,1,10,23,83,26,51,0.51,19,35,0.543,7,16,0.438,19,27,0.704,10,19,29,11,6,1,17,24,78,204201787,0
406,montana-state,200,28,56,0.5,18,35,0.514,10,21,0.476,18,22,0.818,7,17,24,11,4,1,10,29,84,26,50,0.52,21,34,0.618,5,16,0.313,33,40,0.825,7,22,29,13,4,3,9,23,90,204201788,1
407,montana,200,26,50,0.52,21,34,0.618,5,16,0.313,33,40,0.825,7,22,29,13,4,3,9,23,90,28,56,0.5,18,35,0.514,10,21,0.476,18,22,0.818,7,17,24,11,4,1,10,29,84,204201788,0
408,north-carolina-central,200,24,50,0.48,18,32,0.563,6,18,0.333,14,18,0.778,6,23,29,15,4,3,9,14,68,24,63,0.381,17,42,0.405,7,21,0.333,7,15,0.467,13,16,29,11,4,2,9,14,62,204201789,0
409,morgan-state,200,24,63,0.381,17,42,0.405,7,21,0.333,7,15,0.467,13,16,29,11,4,2,9,14,62,24,50,0.48,18,32,0.563,6,18,0.333,14,18,0.778,6,23,29,15,4,3,9,14,68,204201789,1
410,central-connecticut-state,200,18,52,0.346,12,37,0.324,6,15,0.4,12,22,0.545,10,27,37,8,6,1,14,12,54,20,57,0.351,14,30,0.467,6,27,0.222,6,9,0.667,8,25,33,11,9,10,14,20,52,204201790,0
411,mount-st-marys,200,20,57,0.351,14,30,0.467,6,27,0.222,6,9,0.667,8,25,33,11,9,10,14,20,52,18,52,0.346,12,37,0.324,6,15,0.4,12,22,0.545,10,27,37,8,6,1,14,12,54,204201790,1
412,colorado-state,200,27,59,0.458,17,31,0.548,10,28,0.357,5,7,0.714,4,30,34,12,5,1,7,17,69,18,59,0.305,14,35,0.4,4,24,0.167,9,17,0.529,13,23,36,9,5,1,10,11,49,204201791,0
413,nevada-las-vegas,200,18,59,0.305,14,35,0.4,4,24,0.167,9,17,0.529,13,23,36,9,5,1,10,11,49,27,59,0.458,17,31,0.548,10,28,0.357,5,7,0.714,4,30,34,12,5,1,7,17,69,204201791,1
414,san-jose-state,200,27,50,0.54,20,34,0.588,7,16,0.438,17,27,0.63,4,25,29,15,5,6,11,18,78,24,57,0.421,17,41,0.415,7,16,0.438,13,18,0.722,7,24,31,14,4,1,14,22,68,204201792,0
415,new-mexico,200,24,57,0.421,17,41,0.415,7,16,0.438,13,18,0.722,7,24,31,14,4,1,14,22,68,27,50,0.54,20,34,0.588,7,16,0.438,17,27,0.63,4,25,29,15,5,6,11,18,78,204201792,1
416,chicago-state,200,21,61,0.344,14,38,0.368,7,23,0.304,2,5,0.4,8,18,26,7,4,0,14,12,51,33,62,0.532,19,29,0.655,14,33,0.424,6,11,0.545,13,30,43,24,4,4,14,9,86,204201793,1
417,new-mexico-state,200,33,62,0.532,19,29,0.655,14,33,0.424,6,11,0.545,13,30,43,24,4,4,14,9,86,21,61,0.344,14,38,0.368,7,23,0.304,2,5,0.4,8,18,26,7,4,0,14,12,51,204201793,0
